stateabb,ccode,leadid,leader,sdate,smonth,syear,emonth,eyear
SNM,331,197514,Giovanni Vito Marcucci (3rd time),1,10,1975,4,1976
SNM,331,197620,Clelio Galassi,1,4,1976,10,1976
SNM,331,197614,Primo Bugli (4th time),1,10,1976,4,1977
SNM,331,197720,Alberto Lonfernini (2nd time),1,4,1977,10,1977
SNM,331,197714,Giordano Bruno Reffi (2nd time),1,10,1977,4,1978
SNM,331,197820,Francesco Valli (4th time),1,4,1978,10,1978
SNM,331,197814,Ermenegildo Gasperoni,1,10,1978,4,1979
SNM,331,197920,Marino Bollini (1st time),1,4,1979,10,1979
SNM,331,197914,Giuseppe Amici (1st time),1,10,1979,4,1980
SNM,331,198020,Pietro Chiaruzzi,1,4,1980,10,1980
SNM,331,198014,Giancarlo Berardi,1,10,1980,4,1981
SNM,331,198120,Gastone Pasolini,1,4,1981,10,1981
SNM,331,198114,Mario Rossi,1,10,1981,4,1982
SNM,331,198220,Giuseppe Maiani (2nd time),1,4,1982,10,1982
SNM,331,198214,Libero Barulli,1,10,1982,4,1983
SNM,331,198320,Adriano Reffi (2nd time),1,4,1983,10,1983
SNM,331,198314,Renzo Renzi (1st time),1,10,1983,4,1984
SNM,331,198420,Gloriana Ranocchini (f) (1st time),1,4,1984,10,1984
SNM,331,198414,Marino Bollini (2nd time),1,10,1984,4,1985
SNM,331,198520,Enzo Colombini (1st time),1,4,1985,10,1985
SNM,331,198514,Pier Paolo Gasperoni (1st time),1,10,1985,4,1986
SNM,331,198620,Marino Venturini (3rd time),1,4,1986,10,1986
SNM,331,198614,Giuseppe Arzilli (1st time),1,10,1986,4,1987
SNM,331,198720,Renzo Renzi (2nd time),1,4,1987,10,1987
SNM,331,198714,Rossano Zafferani (2nd time),1,10,1987,4,1988
SNM,331,198820,Umberto Barulli,1,4,1988,10,1988
SNM,331,198814,Luciano Cardelli,1,10,1988,4,1989
SNM,331,198920,Mauro Fiorini,1,4,1989,10,1989
SNM,331,198914,Gloriana Ranocchini (f) (2nd time),1,10,1989,4,1990
SNM,331,199020,Adolmiro Bartolini,1,4,1990,10,1990
SNM,331,199014,Cesare Antonio Gasperoni,1,10,1990,4,1991
SNM,331,199120,Domenico Bernardini,1,4,1991,10,1991
SNM,331,199114,Edda Ceccoli (f),1,10,1991,4,1992
SNM,331,199220,Germano De Biagi (3rd time),1,4,1992,10,1992
SNM,331,199214,Romeo Morri,1,10,1992,4,1993
SNM,331,199320,Patrizia Busignani (f),1,4,1993,10,1993
SNM,331,199314,Gian Luigi Berti,1,10,1993,4,1994
SNM,331,199420,Alberto Cecchetti (2nd time),1,4,1994,10,1994
SNM,331,199414,Renzo Ghiotti,1,10,1994,4,1995
SNM,331,199520,Marino Bollini (3rd time),1,4,1995,10,1995
SNM,331,199514,Pier Natalino Mularoni,1,10,1995,4,1996
SNM,331,199620,Pier Paolo Gasperoni (2nd time),1,4,1996,10,1996
SNM,331,199614,Maurizio Rattini (1st time),1,10,1996,4,1997
SNM,331,199720,Paride Andreoli (2nd time),1,4,1997,10,1997
SNM,331,199714,Luigi Mazza,1,10,1997,4,1998
SNM,331,199820,Alberto Cecchetti (3rd time),1,4,1998,10,1998
SNM,331,199814,Pietro Berti,1,10,1998,4,1999
SNM,331,199920,Antonello Bacciocchi (1st time),1,4,1999,10,1999
SNM,331,199914,Marino Bollini (4th time),1,10,1999,4,2000
SNM,331,200020,Maria Domenica Michelotti (f),1,4,2000,10,2000
SNM,331,200014,Gian Franco Terenzi (2nd time),1,10,2000,4,2001
SNM,331,200120,Luigi Lonfernini (2nd time),1,4,2001,10,2001
SNM,331,200114,Alberto Cecchetti (4th time),1,10,2001,4,2002
SNM,331,200220,Antonio Lazzaro Volpinari,1,4,2002,10,2002
SNM,331,200214,Giuseppe Maria Morganti,1,10,2002,4,2003
SNM,331,200320,Pier Marino Menicucci,1,4,2003,10,2003
SNM,331,200314,Giovanni Lonfernini,1,10,2003,4,2004
SNM,331,200420,Paolo Bollini (2nd time),1,4,2004,10,2004
SNM,331,200414,Giuseppe Arzilli (3rd time),1,10,2004,4,2005
SNM,331,200520,Fausta Simona Morganti (f),1,4,2005,10,2005
SNM,331,200514,Claudio Muccioli,1,10,2005,4,2006
SNM,331,200620,Gian Franco Terenzi (3rd time),1,4,2006,10,2006
SNM,331,200614,Antonio Carattoni,1,10,2006,4,2007
SNM,331,200720,Alessandro Mancini,1,4,2007,10,2007
SNM,331,200714,Mirko Tomassoni,1,10,2007,4,2008
SNM,331,200820,Rosa Zafferani (f) (2nd time),1,4,2008,10,2008
SNM,331,200814,Ernesto Benedettini (2nd time),1,10,2008,4,2009
SNM,331,200920,Massimo Cenci,1,4,2009,10,2009
SNM,331,200914,Francesco Mussoni,1,10,2009,4,2010
SNM,331,201020,Marco Conti,1,4,2010,10,2010
SNM,331,201014,Giovanni Francesco Ugolini,1,10,2010,4,2011
SNM,331,201120,Maria Luisa Berti (f),1,4,2011,10,2011
SNM,331,201114,Gabriele Gatti,1,10,2011,4,2012
SNM,331,201220,Maurizio Rattini (2nd time),1,4,2012,10,2012
SNM,331,201214,Teodoro Lonfernini,1,10,2012,4,2013
SNM,331,201320,Antonella Mularoni (f),1,4,2013,10,2013
SNM,331,201314,Anna Maria Muccioli (f),1,10,2013,4,2014
SNM,331,201420,Valeria Ciavatta (f) (2nd time),1,4,2014,10,2014
SNM,331,201414,Gian Franco Terenzi (4th time),1,10,2014,4,2015
SNM,331,201520,Andrea Belluzzi,1,4,2015,10,2015
SNM,331,201510,Lorella Stefanelli (f),1,10,2015,,
MLT,338,A2.9-4840,Olivier,5,3,1962,6,1971
MLT,338,A2.9-4843,Mintoff,21,6,1971,12,1984
MLT,338,A2.9-4846,Bonnici,22,12,1984,5,1987
MLT,338,A2.9-4849,Adami,12,5,1987,10,1996
MLT,338,A2.9-4852,Sant,28,10,1996,9,1998
MLT,338,A2.9-4855,Adami,6,9,1998,3,2004
MLT,338,A3.0-78,Gonzi,12,3,2004,3,2013
MLT,338,cb-338-1,Muscat,11,3,2013,,
ALB,339,A2.9-4909,Hoxha,29,11,1944,4,1985
ALB,339,A2.9-4912,Alia,13,4,1985,4,1992
ALB,339,A2.9-4915,Berisha,9,4,1992,7,1997
ALB,339,A2.9-4918,Fatos Nano,24,7,1997,10,1998
ALB,339,A2.9-4921,Majko,2,10,1998,10,1999
ALB,339,A2.9-4924,Meta,29,10,1999,2,2002
ALB,339,A2.9-4927,Majko,22,2,2002,7,2002
ALB,339,A2.9-4930,Fatos Nano,31,7,2002,9,2005
ALB,339,A3.0-79,Berisha,11,9,2005,9,2013
ALB,339,cb-339-1,Rama,15,9,2013,6,2006
MNG,341,cb-mng-1,Dukanovic,3,6,2006,11,2006
MNG,341,cb-mng-2,Sturanovic,10,11,2006,2,2008
MNG,341,cb-mng-3,Dukanovic,29,2,2008,12,2010
MNG,341,cb-mng-4,Luksic,29,12,2010,12,2012
MNG,341,cb-mng-5,Dukanovic,4,12,2012,,
MAC,343,A2.9-4954,Crvenkovski,17,8,1992,11,1998
MAC,343,A2.9-4957,Georgievski,30,11,1998,11,2002
MAC,343,A2.9-4960,Crvenkovski,1,11,2002,5,2004
MAC,343,A2.9-4963,Radmila Sekerinska,12,5,2004,6,2004
MAC,343,A2.9-4966,Hari Kostov,2,6,2004,11,2004
MAC,343,A2.9-4969,Radmila Sekerinska,18,11,2004,12,2004
MAC,343,A2.9-4972,Vlado Buckovski,17,12,2004,8,2006
MAC,343,A3.0-80,Gruevski,27,8,2006,,
CRO,344,A2.9-4975,Tudjman,30,5,1990,11,1999
CRO,344,A2.9-4978,Pavletic,26,11,1999,2,2000
CRO,344,A2.9-4981,Tomcic,2,2,2000,2,2000
CRO,344,A2.9-4984,Mesic,18,2,2000,11,2000
CRO,344,A3.0-81,Racan,9,11,2000,12,2003
CRO,344,cb-344-1,Sanader,23,12,2003,7,2009
CRO,344,cb-344-2,Kosor,6,7,2009,12,2011
CRO,344,cb-344-3,Milanovic,23,12,2011,,
YUG,345,A2.9-4996,Tito,6,3,1945,5,1980
YUG,345,A2.9-4999,Kolisevski,4,5,1980,5,1980
YUG,345,A2.9-5002,Mijatovic,15,5,1980,5,1981
YUG,345,A2.9-5005,Kraigher,15,5,1981,5,1982
YUG,345,A2.9-5008,Stambolic,16,5,1982,5,1983
YUG,345,A2.9-5011,Spiljac,13,5,1983,5,1984
YUG,345,A2.9-5014,Djuranovic,15,5,1984,5,1985
YUG,345,A2.9-5017,Vlajkovic,15,5,1985,5,1986
YUG,345,A2.9-5020,Hasani,15,5,1986,5,1987
YUG,345,A2.9-5023,Mojsov,15,5,1987,5,1988
YUG,345,A2.9-5026,Dizarevic,15,5,1988,5,1989
YUG,345,A2.9-5029,Milosevic,15,5,1989,10,2000
YUG,345,A2.9-5032,Kostunica,8,10,2000,7,2008
YUG,345,A3.0-82,Cvetkovic,7,7,2008,7,2012
YUG,345,cb-345-1,Dacic,27,7,2012,4,2014
YUG,345,cb-345-2,Vucic,27,4,2014,,
BOS,346,A2.9-5035,Izetbegovic,20,12,1990,10,1998
BOS,346,A2.9-5038,Radisic,13,10,1998,6,1999
BOS,346,A2.9-5041,Jelavic,15,6,1999,2,2000
BOS,346,A2.9-5044,Izetbegovic,14,2,2000,10,2000
BOS,346,A2.9-5047,Radisic,14,10,2000,6,2001
BOS,346,A2.9-5050,Krizanovic,14,6,2001,2,2002
BOS,346,A2.9-5053,Belkic,14,2,2002,10,2002
BOS,346,A2.9-5056,Sarovic,28,10,2002,4,2003
BOS,346,A2.9-5059,Borislav Paravac,10,4,2003,6,2003
BOS,346,A2.9-5062,Dragan Covic,27,6,2003,2,2004
BOS,346,A2.9-5065,Sulejman Tihic,28,2,2004,10,2004
BOS,346,A2.9-5068,Borislav Paravac,28,10,2004,6,2005
BOS,346,A3.0-83,Miro Jovic,28,6,2005,2,2006
BOS,346,A3.0-84,Sulejman Tihic,28,2,2006,11,2006
BOS,346,A3.0-85,Radmanovic,6,11,2006,7,2007
BOS,346,A3.0-86,Zeljko Komsic,6,7,2007,3,2008
BOS,346,A3.0-87,Silajdzic,6,3,2008,11,2008
BOS,346,A3.0-88,Radmanovic,6,11,2008,7,2009
BOS,346,A3.0-89,Zeljko Komsic,6,7,2009,3,2010
BOS,346,A3.0-90,Silajdzic,6,3,2010,11,2010
BOS,346,A3.0-91,Radmanovic,10,11,2010,7,2011
BOS,346,A3.0-92,Zeljko Komsic,10,7,2011,3,2012
BOS,346,cb-346-1,Izetbegovic,10,3,2012,11,2012
BOS,346,cb-346-2,Radmanovic,10,11,2012,7,2013
BOS,346,cb-346-3,Komsic,10,7,2013,3,2014
BOS,346,cb-346-4,Izetbegovic,10,3,2014,11,2014
BOS,346,cb-346-5,Ivanic,17,11,2014,7,2015
BOS,346,cb-346-6,Covic,17,7,2015,,
KOS,347,cb-347-1,Thaci,17,2,2008,,
KOS,347,cb-347-2,Mustafa,,,,,
SLV,349,A2.9-5074,Peterle,23,12,1991,5,1992
SLV,349,A2.9-5077,Drnovsek,14,5,1992,5,2000
SLV,349,A2.9-5080,Bajuk,3,5,2000,11,2000
SLV,349,A2.9-5083,Drnovsek,17,11,2000,12,2002
SLV,349,A2.9-5086,Anton Rop,11,12,2002,11,2004
SLV,349,A2.9-5089,Janez Jansa,9,11,2004,11,2008
SLV,349,A3.0-93,Borut Pahor,21,11,2008,2,2012
SLV,349,cb-349-1,Janez Jansa,10,2,2012,3,2013
SLV,349,cb-349-2,Alenka Bratusek,20,3,2013,9,2014
SLV,349,cb-349-3,Miro Cerar,18,9,2014,,
GRC,350,A2.9-5173,G. Papandreou,18,10,1944,1,1945
GRC,350,A2.9-5176,Plastiras,3,1,1945,4,1945
GRC,350,A2.9-5179,Voulgaris,9,4,1945,10,1945
GRC,350,A2.9-5182,Damaskinos,17,10,1945,11,1945
GRC,350,A2.9-5185,Kanellopoulos,1,11,1945,11,1945
GRC,350,A2.9-5188,Sophoulis,22,11,1945,4,1946
GRC,350,A2.9-5191,Poulitsas,4,4,1946,4,1946
GRC,350,A2.9-5194,K. Tsaldaris,18,4,1946,1,1947
GRC,350,A2.9-5197,Maximos,25,1,1947,8,1947
GRC,350,A2.9-5200,K. Tsaldaris,29,8,1947,9,1947
GRC,350,A2.9-5203,Sophoulis,8,9,1947,6,1949
GRC,350,A2.9-5206,Diomidis,30,6,1949,1,1950
GRC,350,A2.9-5209,Theotokis,6,1,1950,3,1950
GRC,350,A2.9-5212,S. Venizelos,23,3,1950,4,1950
GRC,350,A2.9-5215,Plastiras,15,4,1950,8,1950
GRC,350,A2.9-5218,S. Venizelos,21,8,1950,11,1951
GRC,350,A2.9-5221,Plastiras,1,11,1951,10,1952
GRC,350,A2.9-5224,Kiousopoulos,11,10,1952,11,1952
GRC,350,A2.9-5227,Papagos,19,11,1952,10,1955
GRC,350,A2.9-5230,Stephanopoulos,4,10,1955,10,1955
GRC,350,A2.9-5233,Karamanlis,6,10,1955,3,1958
GRC,350,A2.9-5236,Georgakopoulos,5,3,1958,5,1958
GRC,350,A2.9-5239,Karamanlis,17,5,1958,9,1961
GRC,350,A2.9-5242,Dovas,20,9,1961,11,1961
GRC,350,A2.9-5245,Karamanlis,4,11,1961,6,1963
GRC,350,A2.9-5248,Pipinelis,17,6,1963,9,1963
GRC,350,A2.9-5251,Mavromichalis,29,9,1963,11,1963
GRC,350,A2.9-5254,G. Papandreou,8,11,1963,12,1963
GRC,350,A2.9-5257,Paraskevopoulos,31,12,1963,2,1964
GRC,350,A2.9-5260,G. Papandreou,18,2,1964,7,1965
GRC,350,A2.9-5263,Athaniadis-Novas,15,7,1965,8,1965
GRC,350,A2.9-5266,Tsirimokos,20,8,1965,8,1965
GRC,350,A2.9-5269,Stephanopoulos,17,9,1965,12,1966
GRC,350,A2.9-5272,Paraskevopoulos,22,12,1966,3,1967
GRC,350,A2.9-5275,Kanellopoulos,3,4,1967,4,1967
GRC,350,A2.9-5278,Kollias,21,4,1967,12,1967
GRC,350,A2.9-5281,Papadopoulos,13,12,1967,11,1973
GRC,350,A2.9-5284,Ionannides,25,11,1973,7,1974
GRC,350,A2.9-5287,Karamanlis,24,7,1974,5,1980
GRC,350,A2.9-5290,Rallis,9,5,1980,10,1981
GRC,350,A2.9-5293,A. Papandreou,21,10,1981,7,1989
GRC,350,A2.9-5296,Tzannetakis,2,7,1989,10,1989
GRC,350,A2.9-5299,Grivas,11,10,1989,11,1989
GRC,350,A2.9-5302,Zolotas,28,11,1989,4,1990
GRC,350,A2.9-5305,Mitsotakis,11,4,1990,10,1993
GRC,350,A2.9-5308,A. Papandreou,13,10,1993,11,1995
GRC,350,A2.9-5311,Tsokhatzopulos,20,11,1995,1,1996
GRC,350,A2.9-5314,Simitis,22,1,1996,3,2004
GRC,350,A2.9-5317,Konstantinos Karamanlis,10,3,2004,10,2009
GRC,350,A3.0-94,Georgios Papandreou,6,10,2009,11,2011
GRC,350,A3.0-95,Loukas Papadimos,11,11,2011,5,2012
GRC,350,cb-350-1,Pikrammenos,16,5,2012,6,2012
GRC,350,cb-350-2,Samaras,20,6,2012,1,2015
GRC,350,cb-350-3,Tsipras,26,1,2015,8,2015
GRC,350,cb-350-4,Thanou,27,8,2015,9,2015
GRC,350,cb-350-5,Tsipras,21,9,2015,,
CYP,352,A2.9-5320,Makarios,16,8,1960,7,1974
CYP,352,A2.9-5323,Sampson,16,7,1974,7,1974
CYP,352,A2.9-5326,Clerides,23,7,1974,12,1974
CYP,352,A2.9-5329,Makarios,7,12,1974,8,1977
CYP,352,A2.9-5332,Kyprianou,3,8,1977,2,1988
CYP,352,A2.9-5335,Vassiliou,28,2,1988,2,1993
CYP,352,A2.9-5338,Clerides,28,2,1993,2,2003
CYP,352,A2.9-5341,Tassos Nikolaou Papadopoulos,28,2,2003,2,2008
CYP,352,A3.0-96,Dimitris Christofias,28,2,2008,2,2013
CYP,352,cb-352-1,Nikos Anastasiadis,28,2,2013,,
BUL,355,A2.9-5353,Georgiev,9,9,1944,11,1946
BUL,355,A2.9-5356,Dimitrov,23,11,1946,7,1949
BUL,355,A2.9-5359,Kolarov,20,7,1949,1,1950
BUL,355,A2.9-5362,Chervenkov,1,2,1950,4,1956
BUL,355,A2.9-5365,Zhivkov,16,4,1956,11,1989
BUL,355,A2.9-5368,Mladenov,10,11,1989,7,1990
BUL,355,A2.9-5371,Lukanov,6,7,1990,12,1990
BUL,355,A2.9-5374,Popov,7,12,1990,11,1991
BUL,355,A2.9-5377,Dimitrov,8,11,1991,12,1992
BUL,355,A2.9-5380,Berov,30,12,1992,10,1994
BUL,355,A2.9-5383,Indzhova,17,10,1994,1,1995
BUL,355,A2.9-5386,Videnov,25,1,1995,2,1997
BUL,355,A2.9-5389,Sofiyanski,13,2,1997,5,1997
BUL,355,A2.9-5392,Kostov,21,5,1997,7,2001
BUL,355,A2.9-5395,Saksgoburggotski,24,7,2001,8,2005
BUL,355,A3.0-97,Stanishev,16,8,2005,7,2009
BUL,355,A3.0-98,Boyko Borisov,27,7,2009,3,2013
BUL,355,cb-355-1,Marin Raikov,13,3,2013,5,2013
BUL,355,cb-355-2,Plamen Oresharski,29,5,2013,8,2014
BUL,355,cb-355-3,Georgi Bliznashki,6,8,2014,11,2014
BUL,355,cb-355-4,Boiko Borisov,7,11,2014,,
MLD,359,A2.9-5398,Snegur,3,9,1990,1,1997
MLD,359,A2.9-5401,Lucinschi,15,1,1997,4,2001
MLD,359,A2.9-5404,Tarlev,7,4,2001,3,2008
MLD,359,A3.0-99,Greceanii,31,3,2008,9,2009
MLD,359,A3.0-100,Pirlog,14,9,2009,9,2009
MLD,359,A3.0-101,Vlad Filat,25,9,2009,4,2013
MLD,359,cb-359-1,Iurie Leanca,25,4,2013,2,2015
MLD,359,cb-359-2,Chiril Gaburici,18,2,2015,6,2015
MLD,359,cb-359-3,Natalia Gherman,22,6,2015,7,2015
MLD,359,cb-359-4,Valeriu Strelet,30,7,2015,10,2015
MLD,359,cb-359-5,Gheorghe Brega,30,10,2015,,
ROM,360,A2.9-5422,Michael,23,8,1944,12,1947
ROM,360,A2.9-5425,Georghiu-Dej,30,12,1947,3,1965
ROM,360,A2.9-5428,Ceausescu,22,3,1965,12,1989
ROM,360,A2.9-5431,Roman,26,12,1989,10,1991
ROM,360,A2.9-5434,Stolojan,1,10,1991,11,1992
ROM,360,A2.9-5437,Vacariou,4,11,1992,12,1996
ROM,360,A2.9-5440,Ciorbea,12,12,1996,3,1998
ROM,360,A2.9-5443,Dejeu,30,3,1998,4,1998
ROM,360,A2.9-5446,Vasile,15,4,1998,12,1999
ROM,360,A2.9-5449,Athanasiu,14,12,1999,12,1999
ROM,360,A2.9-5452,Isarescu,22,12,1999,12,2000
ROM,360,A2.9-5455,A. Nastase,28,12,2000,12,2004
ROM,360,A2.9-5458,Eugen Bejinariu,21,12,2004,12,2004
ROM,360,A2.9-5461,Traian Basescu,29,12,2004,12,2008
ROM,360,A3.0-102,Emil Boc,22,12,2008,2,2012
ROM,360,cb-360-1,Ungureanu,9,2,2012,5,2012
ROM,360,cb-360-2,Ponta,7,5,2012,6,2015
ROM,360,cb-360-3,Oprea,23,6,2015,7,2015
ROM,360,cb-360-4,Ponta,9,7,2015,,
RUS,365,A2.9-5476,Stalin,10,3,1923,3,1953
RUS,365,A2.9-5479,Malenkov,6,3,1953,3,1953
RUS,365,A2.9-5482,Khrushchev,20,3,1953,10,1964
RUS,365,A2.9-5485,Brezhnev,15,10,1964,11,1982
RUS,365,A2.9-5488,Andropov,10,11,1982,2,1984
RUS,365,A2.9-5491,Chernenko,13,2,1984,3,1985
RUS,365,A2.9-5494,Gorbachev,11,3,1985,8,1991
RUS,365,A2.9-5497,Yeltsin,21,8,1991,12,1999
RUS,365,A2.9-5500,Putin,1,1,2000,5,2008
RUS,365,A3.0-103,Medvedev,7,5,2008,5,2012
RUS,365,cb-365-1,Putin,7,5,2012,,
EST,366,A2.9-5566,Savisaar,6,9,1991,1,1992
EST,366,A2.9-5569,Vahi,30,1,1992,10,1992
EST,366,A2.9-5572,Laar,28,10,1992,11,1994
EST,366,A2.9-5575,Tarand,8,11,1994,4,1995
EST,366,A2.9-5578,Vahi,17,4,1995,3,1997
EST,366,A2.9-5581,Siimann,17,3,1997,3,1999
EST,366,A2.9-5584,Laar,25,3,1999,1,2002
EST,366,A2.9-5587,Kallas,28,1,2002,4,2003
EST,366,A2.9-5590,Parts,10,4,2003,4,2005
EST,366,A3.0-104,Ansip,13,4,2005,3,2014
EST,366,cb-366-1,Roivas,26,3,2014,,
LAT,367,A2.9-5647,Godmanis,3,5,1990,8,1993
LAT,367,A2.9-5650,Birkavs,3,8,1993,9,1994
LAT,367,A2.9-5653,Gailis,19,9,1994,12,1995
LAT,367,A2.9-5656,Skele,21,12,1995,8,1997
LAT,367,A2.9-5659,Krasts,7,8,1997,11,1998
LAT,367,A2.9-5662,Kristopans,26,11,1998,7,1999
LAT,367,A2.9-5665,Skele,16,7,1999,5,2000
LAT,367,A2.9-5668,Berzins,5,5,2000,11,2002
LAT,367,A2.9-5671,Repse,7,11,2002,3,2004
LAT,367,A2.9-5674,Indulis Emsis,9,3,2004,12,2004
LAT,367,A2.9-5677,Aigars Kalvitis,2,12,2004,12,2007
LAT,367,A3.0-105,Godmanis,20,12,2007,3,2009
LAT,367,A3.0-106,Dombrovskis,12,3,2009,1,2014
LAT,367,cb-367-1,Straujuma,22,1,2014,,
LIT,368,A2.9-5698,Landsbergis,11,3,1990,11,1992
LIT,368,A2.9-5701,Brazauskas,25,11,1992,2,1998
LIT,368,A2.9-5704,Adamkus,26,2,1998,2,2003
LIT,368,A2.9-5707,Paksas,26,2,2003,4,2004
LIT,368,A2.9-5710,Paulauskas,6,4,2004,7,2004
LIT,368,A2.9-5713,Adamkus,12,7,2004,7,2009
LIT,368,A3.0-107,Grybauskaite,12,7,2009,,
UKR,369,A2.9-5716,Kravchuk,18,7,1990,7,1994
UKR,369,A2.9-5719,Kuchma,19,7,1994,1,2005
UKR,369,A3.0-108,Yushchenko,23,1,2005,2,2010
UKR,369,A3.0-109,Yanukovych,25,2,2010,2,2014
UKR,369,cb-369-1,Turchynov,23,2,2014,6,2014
UKR,369,cb-369-2,Poroshenko,7,6,2014,,
BLR,370,A2.9-5722,Shushkevich,18,9,1991,1,1994
BLR,370,A2.9-5725,Kuznyatsu,26,1,1994,1,1994
BLR,370,A2.9-5728,Hryb,28,1,1994,7,1994
BLR,370,A2.9-5731,Lukashenko,20,7,1994,,
ARM,371,A2.9-5734,Ter-Petrosyan,16,10,1991,2,1998
ARM,371,A2.9-5737,Kocharian,4,2,1998,4,2008
ARM,371,A3.0-110,Sarkisyan,9,4,2008,,
GRG,372,A2.9-5740,Gamsakhurdia,12,4,1991,1,1992
GRG,372,A2.9-5743,Ioseliani,6,1,1992,3,1992
GRG,372,A2.9-5746,Shevardnadze,10,3,1992,11,2003
GRG,372,A2.9-5749,Burdjanadze,23,11,2003,1,2004
GRG,372,A2.9-5752,Saakashvili,25,1,2004,11,2007
GRG,372,A3.0-111,Burdzhanadze,25,11,2007,1,2008
GRG,372,A3.0-112,Saakashvili,20,1,2008,11,2013
GRG,372,cb-3728-1,Margvelashvili,17,11,2013,,
AZE,373,A2.9-5755,Mutalibov,8,9,1991,3,1992
AZE,373,A2.9-5758,Mamedov,6,3,1992,5,1992
AZE,373,A2.9-5761,Mutalibov,14,5,1992,5,1992
AZE,373,A2.9-5764,Gambarov,19,5,1992,6,1992
AZE,373,A2.9-5767,Abulfaz Elchibey,16,6,1992,6,1993
AZE,373,A2.9-5770,H. Aliyev,24,6,1993,8,2003
AZE,373,A2.9-5773,Ilhma Aliyev,4,8,2003,,
FIN,375,A2.9-5797,Mannerheim,4,8,1944,3,1946
FIN,375,A2.9-5800,Paasikivi,9,3,1946,2,1956
FIN,375,A2.9-5803,Kekkonen,1,3,1956,9,1981
FIN,375,A2.9-5806,Koivisto,11,9,1981,3,1994
FIN,375,A2.9-5809,Marthi Ahtisaari,1,3,1994,3,2000
FIN,375,A2.9-5812,Halonen,1,3,2000,3,2012
FIN,375,cb-375-1,Niinisto,1,3,2012,,
SWD,380,A2.9-5908,Hansson,28,9,1936,10,1946
SWD,380,A2.9-5911,Erlander,10,10,1946,10,1969
SWD,380,A2.9-5914,Palme,14,10,1969,9,1976
SWD,380,A2.9-5917,Falldin,4,10,1976,10,1978
SWD,380,A2.9-5920,Ullsten,18,10,1978,10,1979
SWD,380,A2.9-5923,Falldin,9,10,1979,10,1982
SWD,380,A2.9-5926,Palme,7,10,1982,2,1986
SWD,380,A2.9-5929,Carlsson,12,3,1986,10,1991
SWD,380,A2.9-5932,Bildt,30,10,1991,10,1994
SWD,380,A2.9-5935,Carlsson,7,10,1994,3,1996
SWD,380,A2.9-5938,Persson,21,3,1996,10,2006
SWD,380,A3.0-113,Reinfeldt,6,10,2006,10,2014
SWD,380,cb-380-1,Lofven,3,10,2014,,
NOR,385,A2.9-5998,Quisling,9,4,1940,5,1945
NOR,385,A2.9-6001,Nygaardsvold,7,5,1945,6,1945
NOR,385,A2.9-6004,Gerhardsen,26,6,1945,11,1951
NOR,385,A2.9-6007,Torp,13,11,1951,1,1955
NOR,385,A2.9-6010,Gerhardsen,22,1,1955,8,1963
NOR,385,A2.9-6013,Lyng,27,8,1963,9,1963
NOR,385,A2.9-6016,Gerhardsen,25,9,1963,10,1965
NOR,385,A2.9-6019,Borten,12,10,1965,3,1971
NOR,385,A2.9-6022,Bratteli,16,3,1971,10,1972
NOR,385,A2.9-6025,Korvald,17,10,1972,10,1973
NOR,385,A2.9-6028,Bratteli,15,10,1973,1,1976
NOR,385,A2.9-6031,Nordli,9,1,1976,2,1981
NOR,385,A2.9-6034,Brundtland,4,2,1981,10,1981
NOR,385,A2.9-6037,Willoch,14,10,1981,5,1986
NOR,385,A2.9-6040,Brundtland,9,5,1986,10,1989
NOR,385,A2.9-6043,Syse,16,10,1989,11,1990
NOR,385,A2.9-6046,Brundtland,3,11,1990,10,1996
NOR,385,A2.9-6049,Jagland,25,10,1996,10,1997
NOR,385,A2.9-6052,Bondevik,17,10,1997,8,1998
NOR,385,A2.9-6055,Lahnstein,30,8,1998,9,1998
NOR,385,A2.9-6058,Bondevik,24,9,1998,3,2000
NOR,385,A2.9-6061,Stoltenberg,17,3,2000,10,2001
NOR,385,A2.9-6064,Bondevik,19,10,2001,10,2005
NOR,385,A3.0-114,Stoltenberg,17,10,2005,10,2013
NOR,385,cb-385-1,Solberg,16,10,2013,,
DEN,390,A2.9-6127,Buhl,5,5,1945,11,1945
DEN,390,A2.9-6130,Kristensen,8,11,1945,10,1947
DEN,390,A2.9-6133,Hedtoft,12,11,1947,10,1950
DEN,390,A2.9-6136,Eriksen,28,10,1950,9,1953
DEN,390,A2.9-6139,Hedtoft,30,9,1953,1,1955
DEN,390,A2.9-6142,Hansen,1,2,1955,2,1960
DEN,390,A2.9-6145,Kampmann,19,2,1960,9,1962
DEN,390,A2.9-6148,Krag,3,9,1962,2,1968
DEN,390,A2.9-6151,Baunsgaard,18,2,1968,10,1971
DEN,390,A2.9-6154,Krag,11,10,1971,10,1972
DEN,390,A2.9-6157,Jorgensen,5,10,1972,12,1973
DEN,390,A2.9-6160,Hartling,19,12,1973,1,1975
DEN,390,A2.9-6163,Jorgensen,13,2,1975,9,1982
DEN,390,A2.9-6166,Schluter,10,9,1982,1,1993
DEN,390,A2.9-6169,Nyrup Rasmussen,25,1,1993,11,2001
DEN,390,A2.9-6172,Fogh Rasmussen,27,11,2001,4,2009
DEN,390,A3.0-115,Lokke Rasmussen,5,4,2009,10,2011
DEN,390,A3.0-116,Thorning-Schmidt,3,10,2011,6,2015
DEN,390,cb-390-1,Rasmussen,28,6,2015,,
